$GPGGA,110500.00,4703.854810,N,01527.196250,E,1,08,01.0,00387.613,M,047.570,M,,*61
$GPGGA,110501.00,4703.854810,N,01527.196252,E,1,08,01.0,00387.610,M,047.570,M,,*61
$GPGGA,110502.00,4703.854811,N,01527.196253,E,1,08,01.0,00387.610,M,047.570,M,,*62
$GPGGA,110503.00,4703.854812,N,01527.196255,E,1,08,01.0,00387.615,M,047.570,M,,*63
$GPGGA,110504.00,4703.854814,N,01527.196259,E,1,08,01.0,00387.615,M,047.570,M,,*6E
$GPGGA,110505.00,4703.854815,N,01527.196260,E,1,08,01.0,00387.617,M,047.570,M,,*66
$GPGGA,110506.00,4703.854816,N,01527.196262,E,1,08,01.0,00387.614,M,047.570,M,,*67
$GPGGA,110507.00,4703.854815,N,01527.196264,E,1,08,01.0,00387.617,M,047.570,M,,*60
$GPGGA,110508.00,4703.854815,N,01527.196262,E,1,08,01.0,00387.623,M,047.570,M,,*6E
$GPGGA,110509.00,4703.854814,N,01527.196263,E,1,08,01.0,00387.630,M,047.570,M,,*6D
$GPGGA,110510.00,4703.854814,N,01527.196262,E,1,08,01.0,00387.636,M,047.570,M,,*62
$GPGGA,110511.00,4703.854812,N,01527.196261,E,1,08,01.0,00387.636,M,047.570,M,,*66
$GPGGA,110512.00,4703.854811,N,01527.196259,E,1,08,01.0,00387.637,M,047.570,M,,*6C
$GPGGA,110513.00,4703.854808,N,01527.196256,E,1,08,01.0,00387.635,M,047.570,M,,*68
$GPGGA,110514.00,4703.854808,N,01527.196256,E,1,08,01.0,00387.635,M,047.570,M,,*6F
$GPGGA,110515.00,4703.854805,N,01527.196253,E,1,08,01.0,00387.630,M,047.570,M,,*63
$GPGGA,110516.00,4703.854805,N,01527.196252,E,1,08,01.0,00387.622,M,047.570,M,,*62
$GPGGA,110517.00,4703.854804,N,01527.196249,E,1,08,01.0,00387.614,M,047.570,M,,*6D
$GPGGA,110518.00,4703.854803,N,01527.196247,E,1,08,01.0,00387.606,M,047.570,M,,*68
$GPGGA,110519.00,4703.854803,N,01527.196246,E,1,08,01.0,00387.598,M,047.570,M,,*6C
$GPGGA,110520.00,4703.854800,N,01527.196243,E,1,08,01.0,00387.595,M,047.570,M,,*6D
